,음식,label,구간
468,"('검정콩밥', '소고기미역국', '쑥갓나물무침')",46,9
469,"('검정콩밥', '소고기미역국', '도미구이')",40,15
470,"('검정콩밥', '미역국', '미나리나물')",22,2
471,"('검정콩밥', '미역국', '취나물')",29,3
472,"('검정콩밥', '미역국', '도토리묵')",21,2
473,"('검정콩밥', '미역국', '새우구이')",24,11
474,"('검정콩밥', '미역국', '숙주나물무침')",25,1
475,"('검정콩밥', '미역국', '애호박볶음')",27,2
476,"('검정콩밥', '미역국', '청포묵무침')",28,7
477,"('검정콩밥', '미역국', '병어구이')",23,15
478,"('검정콩밥', '미역국', '쑥갓나물무침')",26,4
479,"('검정콩밥', '미역국', '도미구이')",20,13
480,"('완두콩밥', '바지락조개국', '미나리나물')",192,4
481,"('완두콩밥', '바지락조개국', '취나물')",199,6
482,"('완두콩밥', '바지락조개국', '도토리묵')",191,4
483,"('완두콩밥', '바지락조개국', '새우구이')",194,12
484,"('완두콩밥', '바지락조개국', '숙주나물무침')",195,3
485,"('완두콩밥', '바지락조개국', '애호박볶음')",197,4
486,"('완두콩밥', '바지락조개국', '청포묵무침')",198,9
487,"('완두콩밥', '바지락조개국', '병어구이')",193,15
488,"('완두콩밥', '바지락조개국', '쑥갓나물무침')",196,7
489,"('완두콩밥', '바지락조개국', '도미구이')",190,14
490,"('완두콩밥', '얼갈이배춧국', '미나리나물')",212,1
491,"('완두콩밥', '얼갈이배춧국', '취나물')",219,1
492,"('완두콩밥', '얼갈이배춧국', '도토리묵')",211,1
493,"('완두콩밥', '얼갈이배춧국', '새우구이')",214,9
494,"('완두콩밥', '얼갈이배춧국', '숙주나물무침')",215,1
495,"('완두콩밥', '얼갈이배춧국', '애호박볶음')",217,1
496,"('완두콩밥', '얼갈이배춧국', '청포묵무침')",218,4
497,"('완두콩밥', '얼갈이배춧국', '병어구이')",213,14
498,"('완두콩밥', '얼갈이배춧국', '쑥갓나물무침')",216,2
499,"('완두콩밥', '얼갈이배춧국', '도미구이')",210,12
500,"('완두콩밥', '홍합미역국', '미나리나물')",222,4
501,"('완두콩밥', '홍합미역국', '취나물')",229,6
502,"('완두콩밥', '홍합미역국', '도토리묵')",221,5
503,"('완두콩밥', '홍합미역국', '새우구이')",224,12
504,"('완두콩밥', '홍합미역국', '숙주나물무침')",225,4
505,"('완두콩밥', '홍합미역국', '애호박볶음')",227,4
506,"('완두콩밥', '홍합미역국', '청포묵무침')",228,9
507,"('완두콩밥', '홍합미역국', '병어구이')",223,16
508,"('완두콩밥', '홍합미역국', '쑥갓나물무침')",226,7
509,"('완두콩밥', '홍합미역국', '도미구이')",220,14
510,"('완두콩밥', '무된장국', '미나리나물')",172,2
511,"('완두콩밥', '무된장국', '취나물')",179,3
512,"('완두콩밥', '무된장국', '도토리묵')",171,2
513,"('완두콩밥', '무된장국', '새우구이')",174,11
514,"('완두콩밥', '무된장국', '숙주나물무침')",175,1
515,"('완두콩밥', '무된장국', '애호박볶음')",177,2
516,"('완두콩밥', '무된장국', '청포묵무침')",178,7
517,"('완두콩밥', '무된장국', '병어구이')",173,15
518,"('완두콩밥', '무된장국', '쑥갓나물무침')",176,4
519,"('완두콩밥', '무된장국', '도미구이')",170,13
520,"('완두콩밥', '황태해장국', '미나리나물')",232,5
521,"('완두콩밥', '황태해장국', '취나물')",239,7
522,"('완두콩밥', '황태해장국', '도토리묵')",231,6
523,"('완두콩밥', '황태해장국', '새우구이')",234,12
524,"('완두콩밥', '황태해장국', '숙주나물무침')",235,4
525,"('완두콩밥', '황태해장국', '애호박볶음')",237,5
526,"('완두콩밥', '황태해장국', '청포묵무침')",238,10
527,"('완두콩밥', '황태해장국', '병어구이')",233,16
528,"('완두콩밥', '황태해장국', '쑥갓나물무침')",236,8
529,"('완두콩밥', '황태해장국', '도미구이')",230,14
530,"('완두콩밥', '감잣국', '미나리나물')",162,1
531,"('완두콩밥', '감잣국', '취나물')",169,3
532,"('완두콩밥', '감잣국', '도토리묵')",161,2
533,"('완두콩밥', '감잣국', '새우구이')",164,10
534,"('완두콩밥', '감잣국', '숙주나물무침')",165,1
535,"('완두콩밥', '감잣국', '애호박볶음')",167,1
536,"('완두콩밥', '감잣국', '청포묵무침')",168,6
537,"('완두콩밥', '감잣국', '병어구이')",163,14
538,"('완두콩밥', '감잣국', '쑥갓나물무침')",166,3
539,"('완두콩밥', '감잣국', '도미구이')",160,13
540,"('완두콩밥', '소고기미역국', '미나리나물')",202,3
541,"('완두콩밥', '소고기미역국', '취나물')",209,6
542,"('완두콩밥', '소고기미역국', '도토리묵')",201,4
543,"('완두콩밥', '소고기미역국', '새우구이')",204,11
544,"('완두콩밥', '소고기미역국', '숙주나물무침')",205,3
545,"('완두콩밥', '소고기미역국', '애호박볶음')",207,3
546,"('완두콩밥', '소고기미역국', '청포묵무침')",208,9
547,"('완두콩밥', '소고기미역국', '병어구이')",203,15
548,"('완두콩밥', '소고기미역국', '쑥갓나물무침')",206,7
549,"('완두콩밥', '소고기미역국', '도미구이')",200,14
550,"('완두콩밥', '미역국', '미나리나물')",182,1
551,"('완두콩밥', '미역국', '취나물')",189,1
552,"('완두콩밥', '미역국', '도토리묵')",181,1
553,"('완두콩밥', '미역국', '새우구이')",184,9
554,"('완두콩밥', '미역국', '숙주나물무침')",185,1
555,"('완두콩밥', '미역국', '애호박볶음')",187,1
556,"('완두콩밥', '미역국', '청포묵무침')",188,4
557,"('완두콩밥', '미역국', '병어구이')",183,14
558,"('완두콩밥', '미역국', '쑥갓나물무침')",186,2
559,"('완두콩밥', '미역국', '도미구이')",180,12
560,"('곤드레나물밥', '바지락조개국', '미나리나물')",112,12
561,"('곤드레나물밥', '바지락조개국', '취나물')",119,13
562,"('곤드레나물밥', '바지락조개국', '도토리묵')",111,12
563,"('곤드레나물밥', '바지락조개국', '새우구이')",114,16
564,"('곤드레나물밥', '바지락조개국', '숙주나물무침')",115,12
565,"('곤드레나물밥', '바지락조개국', '애호박볶음')",117,12
566,"('곤드레나물밥', '바지락조개국', '청포묵무침')",118,14
567,"('곤드레나물밥', '바지락조개국', '병어구이')",113,17
568,"('곤드레나물밥', '바지락조개국', '쑥갓나물무침')",116,13
569,"('곤드레나물밥', '바지락조개국', '도미구이')",110,17
570,"('곤드레나물밥', '얼갈이배춧국', '미나리나물')",132,9
571,"('곤드레나물밥', '얼갈이배춧국', '취나물')",139,10
572,"('곤드레나물밥', '얼갈이배춧국', '도토리묵')",131,10
573,"('곤드레나물밥', '얼갈이배춧국', '새우구이')",134,14
574,"('곤드레나물밥', '얼갈이배춧국', '숙주나물무침')",135,9
575,"('곤드레나물밥', '얼갈이배춧국', '애호박볶음')",137,9
576,"('곤드레나물밥', '얼갈이배춧국', '청포묵무침')",138,12
577,"('곤드레나물밥', '얼갈이배춧국', '병어구이')",133,17
578,"('곤드레나물밥', '얼갈이배춧국', '쑥갓나물무침')",136,11
579,"('곤드레나물밥', '얼갈이배춧국', '도미구이')",130,16
580,"('곤드레나물밥', '홍합미역국', '미나리나물')",142,12
581,"('곤드레나물밥', '홍합미역국', '취나물')",149,13
582,"('곤드레나물밥', '홍합미역국', '도토리묵')",141,13
583,"('곤드레나물밥', '홍합미역국', '새우구이')",144,16
584,"('곤드레나물밥', '홍합미역국', '숙주나물무침')",145,12
585,"('곤드레나물밥', '홍합미역국', '애호박볶음')",147,12
586,"('곤드레나물밥', '홍합미역국', '청포묵무침')",148,14
587,"('곤드레나물밥', '홍합미역국', '병어구이')",143,17
588,"('곤드레나물밥', '홍합미역국', '쑥갓나물무침')",146,13
589,"('곤드레나물밥', '홍합미역국', '도미구이')",140,17
590,"('곤드레나물밥', '무된장국', '미나리나물')",92,11
591,"('곤드레나물밥', '무된장국', '취나물')",99,12
592,"('곤드레나물밥', '무된장국', '도토리묵')",91,11
593,"('곤드레나물밥', '무된장국', '새우구이')",94,15
594,"('곤드레나물밥', '무된장국', '숙주나물무침')",95,11
595,"('곤드레나물밥', '무된장국', '애호박볶음')",97,11
596,"('곤드레나물밥', '무된장국', '청포묵무침')",98,13
597,"('곤드레나물밥', '무된장국', '병어구이')",93,17
598,"('곤드레나물밥', '무된장국', '쑥갓나물무침')",96,12
599,"('곤드레나물밥', '무된장국', '도미구이')",90,17
600,"('곤드레나물밥', '황태해장국', '미나리나물')",152,13
601,"('곤드레나물밥', '황태해장국', '취나물')",159,13
602,"('곤드레나물밥', '황태해장국', '도토리묵')",151,13
603,"('곤드레나물밥', '황태해장국', '새우구이')",154,16
604,"('곤드레나물밥', '황태해장국', '숙주나물무침')",155,12
605,"('곤드레나물밥', '황태해장국', '애호박볶음')",157,13
606,"('곤드레나물밥', '황태해장국', '청포묵무침')",158,14
607,"('곤드레나물밥', '황태해장국', '병어구이')",153,17
608,"('곤드레나물밥', '황태해장국', '쑥갓나물무침')",156,14
609,"('곤드레나물밥', '황태해장국', '도미구이')",150,17
610,"('곤드레나물밥', '감잣국', '미나리나물')",82,10
611,"('곤드레나물밥', '감잣국', '취나물')",89,11
612,"('곤드레나물밥', '감잣국', '도토리묵')",81,11
613,"('곤드레나물밥', '감잣국', '새우구이')",84,15
614,"('곤드레나물밥', '감잣국', '숙주나물무침')",85,10
615,"('곤드레나물밥', '감잣국', '애호박볶음')",87,10
616,"('곤드레나물밥', '감잣국', '청포묵무침')",88,13
617,"('곤드레나물밥', '감잣국', '병어구이')",83,17
618,"('곤드레나물밥', '감잣국', '쑥갓나물무침')",86,12
619,"('곤드레나물밥', '감잣국', '도미구이')",80,17
620,"('곤드레나물밥', '소고기미역국', '미나리나물')",122,12
621,"('곤드레나물밥', '소고기미역국', '취나물')",129,13
622,"('곤드레나물밥', '소고기미역국', '도토리묵')",121,12
623,"('곤드레나물밥', '소고기미역국', '새우구이')",124,16
624,"('곤드레나물밥', '소고기미역국', '숙주나물무침')",125,11
625,"('곤드레나물밥', '소고기미역국', '애호박볶음')",127,12
626,"('곤드레나물밥', '소고기미역국', '청포묵무침')",128,14
627,"('곤드레나물밥', '소고기미역국', '병어구이')",123,17
628,"('곤드레나물밥', '소고기미역국', '쑥갓나물무침')",126,13
629,"('곤드레나물밥', '소고기미역국', '도미구이')",120,17
630,"('곤드레나물밥', '미역국', '미나리나물')",102,9
631,"('곤드레나물밥', '미역국', '취나물')",109,11
632,"('곤드레나물밥', '미역국', '도토리묵')",101,10
633,"('곤드레나물밥', '미역국', '새우구이')",104,14
634,"('곤드레나물밥', '미역국', '숙주나물무침')",105,9
635,"('곤드레나물밥', '미역국', '애호박볶음')",107,9
636,"('곤드레나물밥', '미역국', '청포묵무침')",108,12
637,"('곤드레나물밥', '미역국', '병어구이')",103,17
638,"('곤드레나물밥', '미역국', '쑥갓나물무침')",106,11
639,"('곤드레나물밥', '미역국', '도미구이')",100,16
